2 	-3.87753 	4.34029e-18 	-0.0580521
2 	-3.63258 	3.47293e-18 	-0.0594164
2 	-3.38764 	3.47293e-18 	-0.0621618
2 	-3.14269 	2.42861e-18 	-0.0663283
2 	-2.89775 	-3.43466e-19 	-0.0719627
2 	-2.6528 	3.12598e-18 	-0.0791112
2 	-2.40786 	4.8607e-18 	-0.0878137
2 	-2.16291 	5.72807e-18 	-0.0980844
2 	-1.91797 	7.46279e-18 	-0.109848
2 	-1.67302 	7.46279e-18 	-0.122691
2 	-1.42808 	5.72807e-18 	-0.136193
2 	-1.18313 	5.0307e-18 	-0.148808
2 	-1.01409 	-2.36649e-18 	-0.153421
2 	-0.958114 	-3.46945e-18 	-0.174413
2 	-0.888918 	-1.73472e-18 	-0.17279
2 	-0.765875 	2.04342e-18 	-0.170005
2 	-0.636291 	3.4015e-18 	-0.167565
2 	-0.501077 	4.27752e-18 	-0.165134
2 	-0.394269 	2.29107e-18 	-0.163007
2 	-0.323381 	-1.73472e-18 	-0.185288
2 	-0.218155 	1.73472e-18 	-0.183281
2 	-0.0729499 	1.73472e-18 	-0.182283
2 	0.0729499 	0 	-0.182283
2 	0.218155 	-1.38778e-18 	-0.183281
2 	0.323381 	-4.11479e-18 	-0.185288
2 	0.394269 	-6.0356e-18 	-0.163007
2 	0.501077 	-7.75148e-18 	-0.165134
2 	0.636291 	3.98132e-18 	-0.167565
2 	0.765875 	3.77814e-18 	-0.170005
2 	0.888918 	5.55112e-18 	-0.17279
2 	0.958114 	6.35809e-18 	-0.174413
2 	1.01409 	5.60976e-18 	-0.153421
2 	1.18313 	3.29945e-18 	-0.148808
2 	1.42808 	5.03418e-18 	-0.136193
2 	1.67302 	5.90154e-18 	-0.122691
2 	1.91797 	3.29945e-18 	-0.109848
2 	2.16291 	-1.03735e-18 	-0.0980844
2 	2.40786 	-2.77208e-18 	-0.0878137
2 	2.6528 	-3.63944e-18 	-0.0791111
2 	2.89775 	-7.10889e-18 	-0.0719627
2 	3.14269 	-1.14457e-17 	-0.0663283
2 	3.38764 	-1.31804e-17 	-0.0621618
2 	3.63258 	-1.31804e-17 	-0.0594164
2 	3.87753 	-1.38778e-17 	-0.0580521
