2 	-4.90116 	0 	1.12481 	-0.00107309 	0
2 	-4.70347 	-1.38778e-18 	1.1259 	-0.00319479 	0
2 	-4.50578 	-2.42861e-18 	1.12743 	-0.00523694 	0
2 	-4.30809 	-2.08167e-18 	1.12935 	-0.00728916 	0
2 	-4.1104 	-2.08167e-18 	1.13237 	-0.00926369 	0
2 	-3.91271 	-2.08167e-18 	1.1365 	-0.0111993 	0
2 	-3.71502 	-3.46945e-19 	1.1413 	-0.0128786 	0
2 	-3.51733 	-3.46945e-19 	1.14661 	-0.0145933 	0
2 	-3.31964 	-6.93889e-19 	1.15286 	-0.015894 	0
2 	-3.12195 	3.46945e-19 	1.16004 	-0.0172992 	0
2 	-2.92426 	0 	1.16854 	-0.0181554 	0
2 	-2.72657 	-1.73472e-18 	1.17777 	-0.0190549 	0
2 	-2.52889 	-5.20417e-18 	1.18856 	-0.0195706 	0
2 	-2.3312 	-8.67362e-18 	1.20006 	-0.0199557 	0
2 	-2.13351 	-1.04083e-17 	1.21373 	-0.020484 	0
2 	-1.93582 	-1.04083e-17 	1.22888 	-0.0211258 	0
2 	-1.73813 	-1.04083e-17 	1.24661 	-0.0225457 	0
2 	-1.54044 	-1.21431e-17 	1.26669 	-0.0255941 	0
2 	-1.34275 	-1.38778e-17 	1.28316 	-0.0290027 	0
2 	-1.14506 	-1.56125e-17 	1.26582 	-0.036052 	0
2 	-0.947373 	-1.56125e-17 	1.12153 	-0.0320696 	0
2 	-0.832047 	-1.21431e-17 	0.877236 	-0.0325352 	-1.86954e-20
2 	-0.798574 	-1.04083e-17 	0.786529 	-0.0313752 	3.34865e-21
2 	-0.764097 	-1.38778e-17 	0.699687 	-0.0327254 	3.5217e-21
2 	-0.728651 	-1.73472e-17 	0.617138 	-0.0351788 	4.33741e-20
2 	-0.692276 	-1.63064e-17 	0.539212 	-0.0385457 	5.53806e-20
2 	-0.655012 	-1.77074e-17 	0.466077 	-0.0427465 	-1.15825e-20
2 	-0.616901 	-1.96623e-17 	0.397691 	-0.0475446 	7.6627e-21
2 	-0.577987 	-2.08397e-17 	0.333838 	-0.0526976 	-9.74326e-21
