2 	-3.95884 	0 	1.20327 	-0.000424485 	0
2 	-3.87652 	-1.73472e-18 	1.20353 	-0.00127067 	0
2 	-3.79419 	-3.46945e-18 	1.20407 	-0.00210902 	-2.05234e-28
2 	-3.71187 	-3.46945e-18 	1.20487 	-0.00293448 	2.05234e-28
2 	-3.62955 	-3.46945e-18 	1.20593 	-0.0037415 	0
2 	-3.54723 	-3.46945e-18 	1.20726 	-0.0045244 	0
2 	-3.4649 	-3.46945e-18 	1.20885 	-0.00527724 	0
2 	-3.38258 	-1.73472e-18 	1.2107 	-0.00599375 	0
2 	-3.30026 	0 	1.21281 	-0.00666727 	-2.20996e-28
2 	-3.21794 	0 	1.21518 	-0.00729064 	2.20996e-28
2 	-3.13562 	1.73472e-18 	1.2178 	-0.0078561 	6.58375e-28
2 	-3.05329 	2.15765e-18 	1.22066 	-0.00835516 	-6.58375e-28
2 	-2.97097 	5.55112e-18 	1.22376 	-0.00877845 	0
2 	-2.88865 	5.55112e-18 	1.22708 	-0.00911547 	0
2 	-2.80633 	7.28584e-18 	1.23062 	-0.00935428 	-2.53662e-28
2 	-2.724 	9.02056e-18 	1.23434 	-0.00948116 	2.53662e-28
2 	-2.64168 	1.07553e-17 	1.23823 	-0.00947999 	2.68606e-28
2 	-2.55936 	1.42247e-17 	1.24224 	-0.0093316 	-2.68606e-28
2 	-2.47704 	1.59595e-17 	1.24632 	-0.00901276 	0
2 	-2.39471 	1.59595e-17 	1.25037 	-0.00849504 	0
2 	-2.31239 	1.59595e-17 	1.25429 	-0.00774345 	-8.7299e-28
2 	-2.23007 	1.76942e-17 	1.2579 	-0.00671498 	8.7299e-28
2 	-2.14775 	1.76942e-17 	1.26098 	-0.00535726 	0
2 	-2.06543 	1.42247e-17 	1.26322 	-0.00360767 	0
2 	-1.9831 	1.52656e-17 	1.26418 	-0.00139317 	0
2 	-1.90078 	1.80411e-17 	1.26332 	0.00136617 	0
2 	-1.81846 	1.80411e-17 	1.25997 	0.00475469 	0
2 	-1.73614 	1.80411e-17 	1.25326 	0.00885339 	0
2 	-1.65381 	1.80411e-17 	1.24223 	0.0137264 	0
2 	-1.57149 	1.80411e-17 	1.22576 	0.0194071 	0
2 	-1.48917 	1.63064e-17 	1.20273 	0.0258794 	0
2 	-1.40685 	1.45717e-17 	1.172 	0.0330583 	0
2 	-1.32452 	1.63064e-17 	1.13264 	0.0407726 	0
2 	-1.2422 	1.97758e-17 	1.08403 	0.0487544 	0
2 	-1.15988 	2.15106e-17 	1.02597 	0.0566416 	0
2 	-1.07756 	2.15106e-17 	0.958916 	0.0639972 	0
2 	-0.995235 	2.15106e-17 	0.883953 	0.0703591 	0
2 	-0.912913 	1.97758e-17 	0.802847 	0.0752904 	0
2 	-0.83059 	1.80411e-17 	0.717927 	0.0783115 	0
2 	-0.748268 	1.89845e-17 	0.631948 	0.0791259 	0
2 	-0.694942 	-2.08742e-18 	0.576512 	0.0794926 	-4.40288e-20
2 	-0.670308 	-2.77164e-19 	0.544619 	0.0789707 	-9.95624e-21
2 	-0.647352 	3.09886e-18 	0.51272 	0.0781461 	2.36344e-20
2 	-0.634587 	3.46945e-18 	0.509977 	0.0777221 	-4.03847e-20
2 	-0.619257 	2.11288e-18 	0.477425 	0.0767333 	-2.52237e-20
2 	-0.592876 	-1.73472e-18 	0.445176 	0.0754149 	1.05012e-20
2 	-0.56595 	-1.79581e-18 	0.413383 	0.0737561 	-3.01484e-20
2 	-0.5385 	-1.87531e-19 	0.382199 	0.071771 	-4.15466e-20
2 	-0.517992 	5.28594e-19 	0.351777 	0.0694709 	-1.87613e-20
2 	-0.503894 	1.37865e-17 	0.345294 	0.0690836 	-4.75204e-21
2 	-0.482117 	1.77432e-17 	0.315128 	0.0665047 	2.56089e-21
2 	-0.453231 	-1.63064e-17 	0.286062 	0.0636283 	3.58154e-20
2 	-0.423913 	-1.6139e-17 	0.258239 	0.0604708 	-2.25377e-20
2 	-0.394189 	-1.8537e-17 	0.231795 	0.05705 	-2.64437e-21
2 	-0.364087 	-2.26423e-17 	0.206859 	0.0533843 	4.95003e-20
2 	-0.338541 	-2.46567e-17 	0.183553 	0.049493 	5.91523e-21
2 	-0.323229 	-1.00614e-17 	0.173805 	0.0489842 	-1.66357e-20
2 	-0.302854 	-7.28584e-18 	0.151876 	0.0449143 	-4.25879e-21
2 	-0.27178 	-3.1225e-18 	0.13184 	0.0406628 	4.58671e-20
2 	-0.24044 	-1.23796e-18 	0.113788 	0.0362501 	-1.64995e-20
2 	-0.208864 	-5.20417e-18 	0.0978064 	0.0316966 	-9.13706e-21
2 	-0.177082 	-2.46005e-18 	0.0839677 	0.027022 	-1.91011e-20
2 	-0.145125 	-1.41523e-18 	0.0723364 	0.0222458 	7.0289e-21
2 	-0.113025 	-1.40513e-18 	0.0629661 	0.017387 	6.10777e-21
2 	-0.0808124 	-2.42733e-18 	0.0559003 	0.0124645 	5.52654e-21
2 	-0.0485196 	-4.43865e-18 	0.0511715 	0.00749652 	-1.64632e-21
2 	-0.0161785 	-6.83205e-18 	0.0488016 	0.00250143 	-1.19102e-22
2 	0.0161785 	-1.13423e-17 	0.0488016 	-0.00250268 	3.12485e-22
2 	0.0485196 	-1.50205e-17 	0.0511715 	-0.00749776 	8.561e-22
2 	0.0808124 	-1.22285e-17 	0.0559002 	-0.0124657 	-5.43643e-21
2 	0.113025 	-1.00787e-17 	0.062966 	-0.0173883 	-6.31028e-21
2 	0.145125 	-1.33415e-17 	0.0723363 	-0.022247 	-6.42171e-21
2 	0.177082 	-1.53404e-17 	0.0839676 	-0.0270232 	1.8606e-20
2 	0.208864 	-1.34678e-17 	0.0978063 	-0.0316978 	9.73889e-21
2 	0.24044 	5.20417e-18 	0.113788 	-0.0362513 	1.58385e-20
2 	0.27178 	6.93889e-18 	0.13184 	-0.0406639 	-4.48784e-20
2 	0.302854 	1.04083e-17 	0.151876 	-0.0449154 	3.68214e-21
2 	0.323229 	7.70834e-18 	0.173805 	-0.0489853 	1.90163e-20
2 	0.338541 	6.70246e-19 	0.183552 	-0.049494 	-4.44038e-21
2 	0.364087 	6.02947e-19 	0.206859 	-0.0533854 	-4.93854e-20
2 	0.394189 	3.71457e-19 	0.231795 	-0.057051 	4.43427e-21
2 	0.423913 	-6.10876e-21 	0.258239 	-0.0604719 	-2.0265e-20
2 	0.453231 	-1.33874e-18 	0.286062 	-0.0636293 	-3.27921e-20
2 	0.482117 	5.20417e-18 	0.315127 	-0.0665056 	-5.57138e-21
2 	0.503894 	1.73472e-18 	0.345294 	-0.0690846 	4.94581e-20
2 	0.517992 	4.77867e-18 	0.351776 	-0.0694718 	1.81689e-20
2 	0.5385 	6.05747e-18 	0.382199 	-0.0717719 	4.13572e-20
2 	0.56595 	7.5717e-18 	0.413383 	-0.073757 	2.85769e-20
2 	0.592876 	6.44969e-18 	0.445176 	-0.0754157 	-8.88703e-21
2 	0.619257 	-1.00614e-17 	0.477425 	-0.0767341 	2.45805e-20
2 	0.634587 	-9.61527e-18 	0.509977 	-0.0777229 	3.34988e-21
2 	0.647352 	2.05803e-18 	0.51272 	-0.0781468 	1.30349e-20
2 	0.670308 	2.54176e-18 	0.544618 	-0.0789714 	1.14644e-20
2 	0.694942 	2.36873e-18 	0.576511 	-0.0794933 	4.27377e-20
2 	0.748268 	9.02056e-18 	0.631948 	-0.0791265 	0
2 	0.83059 	9.02056e-18 	0.717927 	-0.078312 	0
2 	0.912913 	7.97973e-18 	0.802846 	-0.0752908 	0
2 	0.995235 	5.20417e-18 	0.883952 	-0.0703594 	0
2 	1.07756 	3.46945e-18 	0.958916 	-0.0639975 	0
2 	1.15988 	3.46945e-18 	1.02597 	-0.0566418 	0
2 	1.2422 	3.46945e-18 	1.08402 	-0.0487545 	0
2 	1.32452 	5.20417e-18 	1.13264 	-0.0407726 	0
2 	1.40685 	5.55112e-18 	1.172 	-0.0330584 	-4.20034e-11
2 	1.48917 	5.55112e-18 	1.20273 	-0.0258794 	4.20034e-11
2 	1.57149 	5.20417e-18 	1.22576 	-0.019407 	0
2 	1.65381 	3.46945e-18 	1.24223 	-0.0137263 	0
2 	1.73614 	0 	1.25326 	-0.00885329 	0
2 	1.81846 	-5.20417e-18 	1.25997 	-0.00475457 	0
2 	1.90078 	-3.46945e-18 	1.26332 	-0.00136604 	-1.11278e-27
2 	1.9831 	0 	1.26418 	0.0013933 	1.11278e-27
2 	2.06543 	0 	1.26321 	0.00360781 	0
2 	2.14775 	-1.73472e-18 	1.26098 	0.0053574 	0
2 	2.23007 	-5.20417e-18 	1.2579 	0.00671512 	-8.72988e-28
2 	2.31239 	-6.93889e-18 	1.25429 	0.00774359 	8.72988e-28
2 	2.39471 	-6.93889e-18 	1.25037 	0.00849518 	0
2 	2.47704 	-6.93889e-18 	1.24632 	0.00901289 	0
2 	2.55936 	-6.93889e-18 	1.24224 	0.00933173 	2.68605e-28
2 	2.64168 	-6.93889e-18 	1.23823 	0.00948012 	-2.68605e-28
2 	2.724 	-6.93889e-18 	1.23434 	0.00948127 	0
2 	2.80633 	-6.93889e-18 	1.23062 	0.00935439 	0
2 	2.88865 	-6.93889e-18 	1.22708 	0.00911557 	0
2 	2.97097 	-6.93889e-18 	1.22376 	0.00877855 	0
2 	3.05329 	-6.93889e-18 	1.22066 	0.00835525 	0
2 	3.13562 	-6.93889e-18 	1.2178 	0.00785618 	0
2 	3.21794 	-6.93889e-18 	1.21518 	0.00729071 	0
2 	3.30026 	-5.20417e-18 	1.21281 	0.00666734 	0
2 	3.38258 	-1.73472e-18 	1.2107 	0.00599381 	0
2 	3.4649 	1.73472e-18 	1.20885 	0.00527729 	0
2 	3.54723 	5.20417e-18 	1.20726 	0.00452444 	0
2 	3.62955 	6.93889e-18 	1.20593 	0.00374154 	0
2 	3.71187 	6.93889e-18 	1.20487 	0.00293451 	-2.05234e-28
2 	3.79419 	6.93889e-18 	1.20407 	0.00210904 	2.05234e-28
2 	3.87652 	6.93889e-18 	1.20353 	0.00127069 	5.82735e-28
2 	3.95884 	8.22918e-18 	1.20327 	0.000424489 	-5.88994e-28
