0.505051 	-0.233685
0.515152 	-0.234088
0.525253 	-0.234674
0.535354 	-0.235126
0.545455 	-0.235523
0.555556 	-0.23588
0.565657 	-0.236195
0.575758 	-0.236481
0.585859 	-0.236748
0.59596 	-0.236984
0.606061 	-0.237204
0.616162 	-0.237412
0.626263 	-0.2376
0.636364 	-0.237783
0.646465 	-0.237952
0.656566 	-0.238115
0.666667 	-0.238269
0.676768 	-0.238418
0.686869 	-0.238561
0.69697 	-0.238699
0.707071 	-0.238832
0.717172 	-0.23896
0.727273 	-0.239085
0.737374 	-0.239205
0.747475 	-0.239321
0.757576 	-0.239433
0.767677 	-0.23954
0.777778 	-0.239645
0.787879 	-0.239743
0.79798 	-0.239841
0.808081 	-0.23993
0.818182 	-0.240018
0.828283 	-0.240101
0.838384 	-0.240179
0.848485 	-0.240256
0.858586 	-0.240323
0.868687 	-0.240389
0.878788 	-0.240452
0.888889 	-0.240507
0.89899 	-0.240562
0.909091 	-0.240609
0.919192 	-0.240653
0.929293 	-0.240697
0.939394 	-0.240731
0.949495 	-0.240764
0.959596 	-0.240797
0.969697 	-0.240819
0.979798 	-0.240842
0.989899 	-0.240864
1 	-0.240878
